타이타닉, https://movie.naver.com/movie/bi/mi/basic.nhn?code=18847
아바타, https://movie.naver.com/movie/bi/mi/basic.nhn?code=62266
매트릭스, https://movie.naver.com/movie/bi/mi/basic.nhn?code=24452
반지의 제왕, https://movie.naver.com/movie/bi/mi/basic.nhn?code=31794
어벤져스, https://movie.naver.com/movie/bi/mi/basic.nhn?code=72363
겨울왕국, https://movie.naver.com/movie/bi/mi/basic.nhn?code=100931
트랜스포머, https://movie.naver.com/movie/bi/mi/basic.nhn?code=61521
